File	word	count
354	YESTERDAY	1
354	SATURDAY	1
354	BIRTHDAY	1
354	DAY	2
354	TODAY	1
356	MONDAY	1
356	FRIDAY	2
356	DAYS	1
356	THURSDAY	2
356	SATURDAY	3
356	SUNDAY	1
356	HOLIDAY	1
356	DAY	7
356	WEDNESDAY	2
381	DAY	2
66	EVERYDAY	2
66	NOWADAYS	2
66	DAYS	5
66	TODAY	8
66	DAY	2
65	SATURDAYS	1
65	MONDAY	1
65	SUNDAYS	1
65	DAYS	2
65	EVERYDAY	1
65	SUNDAY	1
65	YESTERDAY	1
65	DAY	3
65	TODAY	1
120	SUNDAY	1
120	DAY	3
120	HOLIDAYS	1
204	FRIDAY	1
204	DAY	3
204	YESTERDAY	2
176	FRIDAY	1
176	YESTERDAY	1
176	DAYS	20
176	SUNDAY	7
176	BIRTHDAY	1
176	HOLIDAY	1
176	NOWADAYS	1
176	DAY	18
176	TODAY	9
103	FRIDAY	1
103	DAYS	1
158	BIRTHDAYS	2
158	YESTERDAY	1
158	DAY	1
343	MONDAY	1
343	EVERYDAY	2
343	DAY	6
343	TODAY	4
343	DAYS	4
366	DAYS	3
366	WEDNESDAY	1
366	DAY	10
366	SUNDAY	1
366	BIRTHDAY	1
366	NOWADAYS	1
366	SATURDAY	2
366	TODAY	1
258	SUNDAYS	1
258	SUNDAY	1
258	SATURDAYS	1
258	DAY	1
221	TODAY	3
115	SUNDAY	2
115	TODAYS	2
115	DAYS	10
115	TODAY	22
115	DAY	3
215	DAY	6
215	YESTERDAY	2
197	SATURDAY	3
197	SUNDAY	2
197	FRIDAY	3
197	DAY	8
197	DAYS	1
147	BIRTHDAY	1
147	DAY	4
208	DAY	11
208	TODAY	1
208	DAYS	5
319	DAY	4
319	SATURDAY	1
97	SUNDAYS	1
97	DAYS	2
97	WEDNESDAY	1
97	SUNDAY	2
97	DAY	2
97	TODAY	4
362	DAY	4
362	TODAY	3
53	SATURDAY	1
53	SUNDAYS	1
53	WEEKDAYS	3
53	DAY	4
53	NOWADAYS	1
53	EVERYDAY	1
53	TODAY	1
4	BIRTHDAY	1
4	DAY	6
4	THURSDAY	1
165	FRIDAY	1
165	SATURDAYS	1
225	FRIDAY	2
225	WEDNESDAY	1
225	DAYS	1
225	SUNDAY	1
225	BIRTHDAY	1
225	NOWADAYS	2
225	DAY	6
225	TODAY	1
87	FRIDAYS	1
87	DAY	4
87	TODAY	8
87	SATURDAY	1
377	TUESDAY	1
377	TODAY	1
9	FRIDAY	3
9	DAYS	1
9	DAY	7
328	SATURDAY	3
328	SATURDAYS	1
328	FRIDAY	1
328	DAYS	3
328	EVERYDAY	3
328	YESTERDAY	1
328	DAY	2
328	TODAY	1
236	TODAY	2
236	HOLIDAYS	1
283	SATURDAY	1
283	DAYS	2
283	EVERYDAY	5
283	YESTERDAY	1
283	DAY	15
283	TODAY	4
127	DAYS	5
127	MONDAY	1
99	DAY	5
99	TODAY	7
79	DAY	1
38	DAYS	4
38	THURSDAY	1
38	HOLIDAYS	1
38	BIRTHDAY	4
38	HOLIDAY	3
38	DAY	6
38	TODAY	1
64	YESTERDAY	1
64	BIRTHDAY	1
64	DAYS	8
64	DAY	4
64	EVERYDAY	1
152	DAY	1
152	DAYS	1
285	DAY	1
285	TODAY	1
278	SUNDAY	1
278	SATURDAYS	1
278	DAYS	2
27	FRIDAY	1
27	BIRTHDAY	1
27	DAY	5
27	TODAY	1
27	EVERYDAY	1
199	DAY	3
199	DAYS	2
252	FRIDAYS	1
252	FRIDAY	1
252	BIRTHDAY	1
252	SATURDAY	2
373	DAYS	3
