speaker,word,plt_vclass,year,age,dob,frequency,dur,F1_n,F2_n,Diag
PH00-1-2-,gravy,ey,2000,52,1948,5.27,0.12,-1.42827085564923,1.14046331354034,2.56873416918957
PH00-1-2-,gravy,ey,2000,52,1948,5.27,0.13,-0.700659213446121,0.695869072611255,1.39652828605738
PH00-1-2-,steak,ey,2000,52,1948,16.24,0.11,-0.558640432035884,0.800925726233072,1.35956615826896
PH00-1-2-,came,ey,2000,52,1948,463.73,0.15,-0.442898253353532,1.51011560899742,1.95301386235095
PH00-1-2-,same,ey,2000,52,1948,417.18,0.12,0.83965021312658,1.58505755446943,0.74540734134285
PH00-1-2-,came,ey,2000,52,1948,463.73,0.07,-0.795129856586851,0.507134909321295,1.30226476590815
PH00-1-2-,basically,ey,2000,52,1948,26.02,0.12,-0.461667255302022,0.622996076554108,1.08466333185613
PH00-1-2-,grade,ey,2000,52,1948,29.27,0.09,-1.07916741940732,0.771040901351592,1.85020832075891
PH00-1-2-,jubilation,ey,2000,52,1948,0.1,0.09,-0.318397207095219,0.258171329731738,0.576568536826957
PH00-1-2-,came,ey,2000,52,1948,463.73,0.07,-0.652485441778331,1.49057553119029,2.14306097296862
PH00-1-2-,eighth,ey,2000,52,1948,6.86,0.15,-0.295874404757032,1.70091872170225,1.99679312645928
PH00-1-2-,place,ey,2000,52,1948,602.67,0.13,-0.274602869215411,0.300699734370767,0.575302603586178
PH00-1-2-,state,ey,2000,52,1948,107.84,0.19,-0.435390652574136,1.30184136790033,1.73723202047447
PH00-1-2-,raise,ey,2000,52,1948,55.2,0.071,0.225278216012691,1.37747296317731,1.15219474716462
PH00-1-2-,raise,ey,2000,52,1948,55.2,0.1,-1.47957279430843,0.891729617219106,2.37130241152754
PH00-1-2-,neighborhood,ey,2000,52,1948,36.69,0.18,-0.143845488974268,1.06667078440992,1.21051627338419
PH00-1-2-,raise,ey,2000,52,1948,55.2,0.1,-1.30877487657718,0.917016776734204,2.22579165331138
PH00-1-2-,gravy,ey,2000,52,1948,5.27,0.19,-0.611193637491654,1.01264821635494,1.62384185384659
PH00-1-2-,baby,ey,2000,52,1948,509.37,0.129,-0.930892304014258,1.06919950036143,2.00009180437569
PH00-1-2-,straighten,ey,2000,52,1948,11.2,0.05,-0.304633272332993,-0.66595940891094,-0.361326136577947
PH00-1-2-,raise,ey,2000,52,1948,55.2,0.07,-1.28124700705273,1.2170144418906,2.49826144894333
PH00-1-2-,gravy,ey,2000,52,1948,5.27,0.16,-0.836421660873528,1.23839358584427,2.0748152467178
PH00-1-2-,neighbor,ey,2000,52,1948,16.94,0.14,-0.273351602418844,0.529433586348246,0.80278518876709
PH00-1-2-,stay,ey,2000,52,1948,515.65,0.18,-0.691274712471876,0.902304247561783,1.59357896003366
PH00-1-2-,saying,ey,2000,52,1948,291.65,0.189,1.15684634605605,0.465296154487224,-0.691550191568826
